county,constituency,ward,no_of_polling_station_2017,no_of_registered_voters_2017,year_2017,no_of_polling_station_2022,no_of_registered_voters_2022,year_2022,change_polling,change_voters,pct_change_voters
KIAMBU,THIKA TOWN,GATUANYAGA,20.0,11462.0,2017.0,21,12555,2022,1.0,1093.0,9.53585761647182
KIAMBU,THIKA TOWN,HOSPITAL,51.0,32284.0,2017.0,52,33423,2022,1.0,1139.0,3.528063436996655
KIAMBU,THIKA TOWN,KAMENU,77.0,51497.0,2017.0,82,55315,2022,5.0,3818.0,7.414024117909782
KIAMBU,THIKA TOWN,NGOLIBA,15.0,9273.0,2017.0,15,10102,2022,0.0,829.0,8.939933139221395
KIAMBU,THIKA TOWN,TOWNSHIP,67.0,42807.0,2017.0,70,44623,2022,3.0,1816.0,4.2422968206134515
KILIFI,GANZE,BAMBA,33.0,14717.0,2017.0,41,18599,2022,8.0,3882.0,26.37765849018142
KILIFI,GANZE,GANZE,32.0,13328.0,2017.0,36,16586,2022,4.0,3258.0,24.44477791116447
KILIFI,GANZE,JARIBUNI,25.0,10286.0,2017.0,31,12782,2022,6.0,2496.0,24.265992611316353
KILIFI,GANZE,SOKOKE,42.0,16429.0,2017.0,45,19290,2022,3.0,2861.0,17.414328321869867
KILIFI,KALOLENI,KALOLENI,45.0,20971.0,2017.0,53,25995,2022,8.0,5024.0,23.95689285203376
KILIFI,KALOLENI,KAYAFUNGO,27.0,12574.0,2017.0,30,14897,2022,3.0,2323.0,18.474630189279466
KILIFI,KALOLENI,MARIAKANI,33.0,18089.0,2017.0,37,21332,2022,4.0,3243.0,17.92802255514401
KILIFI,KALOLENI,MWANAMWINGA,18.0,8836.0,2017.0,22,10785,2022,4.0,1949.0,22.057492077863287
KILIFI,KILIFI NORTH,DABASO,22.0,12620.0,2017.0,24,13717,2022,2.0,1097.0,8.692551505546751
KILIFI,KILIFI NORTH,KIBARANI,25.0,12376.0,2017.0,30,15655,2022,5.0,3279.0,26.494828700711054
KILIFI,KILIFI NORTH,MATSANGONI,27.0,13509.0,2017.0,29,15168,2022,2.0,1659.0,12.280701754385964
KILIFI,KILIFI NORTH,MNARANI,29.0,15943.0,2017.0,32,18076,2022,3.0,2133.0,13.378912375337137
KILIFI,KILIFI NORTH,SOKONI,32.0,20552.0,2017.0,37,23955,2022,5.0,3403.0,16.55799922148696
KILIFI,KILIFI NORTH,TEZO,22.0,12640.0,2017.0,27,14830,2022,5.0,2190.0,17.325949367088608
KILIFI,KILIFI NORTH,WATAMU,25.0,14338.0,2017.0,28,15341,2022,3.0,1003.0,6.995396847538012
KILIFI,KILIFI SOUTH,CHASIMBA,27.0,12333.0,2017.0,29,14090,2022,2.0,1757.0,14.246330981918431
KILIFI,KILIFI SOUTH,JUNJU,25.0,13670.0,2017.0,28,15747,2022,3.0,2077.0,15.193855157278712
KILIFI,KILIFI SOUTH,MTEPENI,32.0,19093.0,2017.0,38,23093,2022,6.0,4000.0,20.95008641910648
KILIFI,KILIFI SOUTH,MWARAKAYA,21.0,11167.0,2017.0,23,12714,2022,2.0,1547.0,13.853317811408614
KILIFI,KILIFI SOUTH,SHIMO LA TEWA,42.0,28602.0,2017.0,50,32052,2022,8.0,3450.0,12.062093559890917
KILIFI,MAGARINI,ADU,37.0,13985.0,2017.0,44,16263,2022,7.0,2278.0,16.28888094386843
KILIFI,MAGARINI,GARASHI,24.0,8918.0,2017.0,30,10466,2022,6.0,1548.0,17.358152052029602
KILIFI,MAGARINI,GONGONI,32.0,14827.0,2017.0,41,17685,2022,9.0,2858.0,19.275645781344846
KILIFI,MAGARINI,MAGARINI,31.0,15200.0,2017.0,35,17099,2022,4.0,1899.0,12.493421052631579
KILIFI,MAGARINI,MARAFA,20.0,7889.0,2017.0,25,9026,2022,5.0,1137.0,14.412473063759665
KILIFI,MAGARINI,SABAKI,13.0,7634.0,2017.0,18,9589,2022,5.0,1955.0,25.609117107676187
KILIFI,MALINDI,GANDA,30.0,16623.0,2017.0,34,18566,2022,4.0,1943.0,11.688624195391926
KILIFI,MALINDI,JILORE,20.0,9107.0,2017.0,22,10464,2022,2.0,1357.0,14.900625892170858
KILIFI,MALINDI,KAKUYUNI,16.0,7830.0,2017.0,16,8750,2022,0.0,920.0,11.749680715197956
KILIFI,MALINDI,MALINDI TOWN,46.0,28264.0,2017.0,50,30570,2022,4.0,2306.0,8.158788564958959
KILIFI,MALINDI,SHELLA,42.0,25386.0,2017.0,44,26255,2022,2.0,869.0,3.423146616245174
KILIFI,RABAI,KAMBE/RIBE,18.0,9362.0,2017.0,23,11119,2022,5.0,1757.0,18.767357402264473
KILIFI,RABAI,MWAWESA,12.0,7034.0,2017.0,17,8793,2022,5.0,1759.0,25.007108330963888
KILIFI,RABAI,RABAI/KISURUTINI,45.0,23749.0,2017.0,49,27195,2022,4.0,3446.0,14.510084635142531
KILIFI,RABAI,RURUMA,18.0,10187.0,2017.0,22,12058,2022,4.0,1871.0,18.36654559732993
KIRINYAGA,GICHUGU,BARAGWI,26.0,14734.0,2017.0,30,16311,2022,4.0,1577.0,10.703135604723768
KIRINYAGA,GICHUGU,KABARE,50.0,25588.0,2017.0,56,27559,2022,6.0,1971.0,7.7028294513053
KIRINYAGA,GICHUGU,KARUMANDI,35.0,16911.0,2017.0,36,18311,2022,1.0,1400.0,8.278635207852878
KIRINYAGA,GICHUGU,NGARIAMA,27.0,13046.0,2017.0,28,13976,2022,1.0,930.0,7.128621799785375
KIRINYAGA,GICHUGU,NJUKIINI,30.0,15073.0,2017.0,31,16338,2022,1.0,1265.0,8.392489882571486
KIRINYAGA,KIRINYAGA CENTRAL,INOI,31.0,15998.0,2017.0,32,17272,2022,1.0,1274.0,7.963495436929616
KIRINYAGA,KIRINYAGA CENTRAL,KANYEKINI,36.0,19643.0,2017.0,39,21863,2022,3.0,2220.0,11.301735987374638
KIRINYAGA,KIRINYAGA CENTRAL,KERUGOYA,42.0,23363.0,2017.0,43,24745,2022,1.0,1382.0,5.915336215383298
KIRINYAGA,KIRINYAGA CENTRAL,MUTIRA,31.0,17017.0,2017.0,33,18169,2022,2.0,1152.0,6.769700887347946
KIRINYAGA,MWEA,GATHIGIRIRI,21.0,10746.0,2017.0,22,11993,2022,1.0,1247.0,11.604317885724921
KIRINYAGA,MWEA,KANGAI,20.0,11653.0,2017.0,21,12568,2022,1.0,915.0,7.852055264738694
KIRINYAGA,MWEA,MURINDUKO,35.0,17492.0,2017.0,37,18935,2022,2.0,1443.0,8.24948547907615
KIRINYAGA,MWEA,MUTITHI,33.0,17950.0,2017.0,38,19226,2022,5.0,1276.0,7.108635097493036
KIRINYAGA,MWEA,NYANGATI,30.0,15901.0,2017.0,30,17095,2022,0.0,1194.0,7.508961700521979
KIRINYAGA,MWEA,TEBERE,39.0,23093.0,2017.0,39,24491,2022,0.0,1398.0,6.053782531503052
KIRINYAGA,MWEA,THIBA,24.0,14119.0,2017.0,26,15157,2022,2.0,1038.0,7.351795452935761
KIRINYAGA,MWEA,WAMUMU,20.0,11426.0,2017.0,22,12249,2022,2.0,823.0,7.202870645895326
KIRINYAGA,NDIA,KARITI,35.0,18613.0,2017.0,36,19813,2022,1.0,1200.0,6.447106860796217
KIRINYAGA,NDIA,KIINE,52.0,26668.0,2017.0,55,27843,2022,3.0,1175.0,4.406029698515074
KIRINYAGA,NDIA,MUKURE,42.0,20802.0,2017.0,43,22087,2022,1.0,1285.0,6.1772906451302765
KISII,BOBASI,BASI BOGETAORIO,32.0,14860.0,2017.0,37,16319,2022,5.0,1459.0,9.818304172274562
KISII,BOBASI,BASI CENTRAL,22.0,10786.0,2017.0,29,13122,2022,7.0,2336.0,21.657704431670684
KISII,BOBASI,BOBASI BOITANGARE,18.0,9181.0,2017.0,22,10469,2022,4.0,1288.0,14.028972878771375
KISII,BOBASI,BOBASI CHACHE,23.0,11105.0,2017.0,27,12997,2022,4.0,1892.0,17.037370553804593
KISII,BOBASI,MASIGE EAST,20.0,9732.0,2017.0,27,11667,2022,7.0,1935.0,19.88286066584464
KISII,BOBASI,MASIGE WEST,19.0,9354.0,2017.0,27,12614,2022,8.0,3260.0,34.851400470387
KISII,BOBASI,NYACHEKI,31.0,14297.0,2017.0,34,16988,2022,3.0,2691.0,18.822130516891654
KISII,BOBASI,SAMETA/MOKWERERO,19.0,9995.0,2017.0,25,11884,2022,6.0,1889.0,18.89944972486243
KISII,BOMACHOGE BORABU,BOKIMONGE,35.0,15618.0,2017.0,38,18795,2022,3.0,3177.0,20.341913177103343
KISII,BOMACHOGE BORABU,BOMBABA BORABU,22.0,10798.0,2017.0,24,12474,2022,2.0,1676.0,15.521392850527876
KISII,BOMACHOGE BORABU,BOOCHI BORABU,16.0,7560.0,2017.0,17,8650,2022,1.0,1090.0,14.417989417989418
KISII,BOMACHOGE BORABU,MAGENCHE,32.0,15105.0,2017.0,34,17072,2022,2.0,1967.0,13.02217808672625
KISII,BOMACHOGE CHACHE,BOOCHI/TENDERE,34.0,15614.0,2017.0,36,17987,2022,2.0,2373.0,15.197899321122069
KISII,BOMACHOGE CHACHE,BOSOTI/SENGERA,31.0,14946.0,2017.0,36,18298,2022,5.0,3352.0,22.42740532583969
KISII,BOMACHOGE CHACHE,MAJOGE BASI,24.0,11185.0,2017.0,26,13016,2022,2.0,1831.0,16.370138578453286
KISII,BONCHARI,BOGIAKUMU,26.0,14338.0,2017.0,34,17744,2022,8.0,3406.0,23.75505649323476
KISII,BONCHARI,BOMARIBA,18.0,9039.0,2017.0,21,11167,2022,3.0,2128.0,23.542427259652616
KISII,BONCHARI,BOMORENDA,29.0,14532.0,2017.0,33,17363,2022,4.0,2831.0,19.48114505917974
KISII,BONCHARI,RIANA,29.0,14715.0,2017.0,35,18356,2022,6.0,3641.0,24.74345905538566
KISII,KITUTU CHACHE NORTH,KEGOGI,17.0,9633.0,2017.0,21,10989,2022,4.0,1356.0,14.076611647461851
KISII,KITUTU CHACHE NORTH,MARANI,28.0,13291.0,2017.0,30,15466,2022,2.0,2175.0,16.364457151455873
KISII,KITUTU CHACHE NORTH,MONYERERO,29.0,13892.0,2017.0,32,15350,2022,3.0,1458.0,10.495249064209618
KISII,KITUTU CHACHE NORTH,SENSI,32.0,13849.0,2017.0,34,15165,2022,2.0,1316.0,9.502491154596001
KISII,KITUTU CHACHE SOUTH,BOGEKA,17.0,6865.0,2017.0,17,7774,2022,0.0,909.0,13.241077931536783
KISII,KITUTU CHACHE SOUTH,BOGUSERO,23.0,10951.0,2017.0,24,12271,2022,1.0,1320.0,12.05369372660031
KISII,KITUTU CHACHE SOUTH,KITUTU CENTRAL,38.0,21942.0,2017.0,43,24345,2022,5.0,2403.0,10.951599671862182
KISII,KITUTU CHACHE SOUTH,NYAKOE,20.0,10939.0,2017.0,22,12178,2022,2.0,1239.0,11.326446658743944
KISII,KITUTU CHACHE SOUTH,NYATIEKO,17.0,8320.0,2017.0,20,10340,2022,3.0,2020.0,24.278846153846153
KISII,NYARIBARI CHACHE,BIRONGO,20.0,10187.0,2017.0,25,11320,2022,5.0,1133.0,11.122018258564838
KISII,NYARIBARI CHACHE,BOBARACHO,31.0,16714.0,2017.0,39,19235,2022,8.0,2521.0,15.083163814766065
KISII,NYARIBARI CHACHE,IBENO,25.0,11382.0,2017.0,29,12916,2022,4.0,1534.0,13.4774204884906
KISII,NYARIBARI CHACHE,KEUMBU,18.0,8570.0,2017.0,21,10022,2022,3.0,1452.0,16.94282380396733
KISII,NYARIBARI CHACHE,KIOGORO,19.0,8912.0,2017.0,24,10510,2022,5.0,1598.0,17.930879712746858
KISII,NYARIBARI CHACHE,KISII CENTRAL,36.0,21964.0,2017.0,43,24550,2022,7.0,2586.0,11.773811691859407
KISII,NYARIBARI MASABA,GESUSU,30.0,12242.0,2017.0,34,14569,2022,4.0,2327.0,19.008331971900017
KISII,NYARIBARI MASABA,ICHUNI,30.0,14468.0,2017.0,33,15662,2022,3.0,1194.0,8.25269560409179
KISII,NYARIBARI MASABA,KIAMOKAMA,22.0,10186.0,2017.0,25,12392,2022,3.0,2206.0,21.65717651678775
KISII,NYARIBARI MASABA,MASIMBA,28.0,12057.0,2017.0,32,14188,2022,4.0,2131.0,17.674380028199383
KISII,NYARIBARI MASABA,NYAMASIBI,22.0,10111.0,2017.0,26,11782,2022,4.0,1671.0,16.526555236870735
KISII,SOUTH MUGIRANGO,BOGETENGA,27.0,11864.0,2017.0,29,14408,2022,2.0,2544.0,21.443020903573835
KISII,SOUTH MUGIRANGO,BOIKANG'A,19.0,8689.0,2017.0,22,10127,2022,3.0,1438.0,16.549660490275063
KISII,SOUTH MUGIRANGO,BORABU / CHITAGO,33.0,15919.0,2017.0,38,17760,2022,5.0,1841.0,11.56479678371757
KISII,SOUTH MUGIRANGO,GETENGA,15.0,6602.0,2017.0,15,7615,2022,0.0,1013.0,15.343835201454104
KISII,SOUTH MUGIRANGO,MOTICHO,20.0,9922.0,2017.0,25,12699,2022,5.0,2777.0,27.988308808707924
KISII,SOUTH MUGIRANGO,TABAKA,30.0,14349.0,2017.0,33,16395,2022,3.0,2046.0,14.258833368178966
KISUMU,KISUMU CENTRAL,KONDELE,31.0,20252.0,2017.0,36,23019,2022,5.0,2767.0,13.66284811376654
KISUMU,KISUMU CENTRAL,MARKET MILIMANI,48.0,28992.0,2017.0,52,29278,2022,4.0,286.0,0.9864790286975718
KISUMU,KISUMU CENTRAL,MIGOSI,27.0,16654.0,2017.0,31,18193,2022,4.0,1539.0,9.241023177614988
KISUMU,KISUMU CENTRAL,NYALENDA B,23.0,14694.0,2017.0,30,16619,2022,7.0,1925.0,13.100585272900503
KISUMU,KISUMU CENTRAL,RAILWAYS,39.0,22952.0,2017.0,42,25365,2022,3.0,2413.0,10.513245033112582
KISUMU,KISUMU CENTRAL,SHAURIMOYO KALOLENI,28.0,16479.0,2017.0,31,17675,2022,3.0,1196.0,7.2577219491474
KISUMU,KISUMU EAST,KAJULU,41.0,23247.0,2017.0,46,26717,2022,5.0,3470.0,14.926657203079968
KISUMU,KISUMU EAST,KOLWA CENTRAL,35.0,19609.0,2017.0,38,22306,2022,3.0,2697.0,13.753888520577288
KISUMU,KISUMU EAST,KOLWA EAST,25.0,13269.0,2017.0,29,15294,2022,4.0,2025.0,15.261134976260458
KISUMU,KISUMU EAST,MANYATTA 'B',20.0,13387.0,2017.0,23,15095,2022,3.0,1708.0,12.758646448046612
KISUMU,KISUMU EAST,NYALENDA 'A',20.0,12026.0,2017.0,22,13765,2022,2.0,1739.0,14.460335938799268
KISUMU,KISUMU WEST,CENTRAL KISUMU,34.0,19758.0,2017.0,39,21829,2022,5.0,2071.0,10.481830144751493
KISUMU,KISUMU WEST,KISUMU NORTH,30.0,15826.0,2017.0,33,17599,2022,3.0,1773.0,11.203083533426007
KISUMU,KISUMU WEST,NORTH WEST KISUMU,24.0,12387.0,2017.0,26,13975,2022,2.0,1588.0,12.819891822071527
KISUMU,KISUMU WEST,SOUTH WEST KISUMU,27.0,13928.0,2017.0,32,15592,2022,5.0,1664.0,11.947156806433085
KISUMU,KISUMU WEST,WEST KISUMU,27.0,12540.0,2017.0,30,13932,2022,3.0,1392.0,11.10047846889952
KISUMU,MUHORONI,CHEMELIL,30.0,14692.0,2017.0,33,16933,2022,3.0,2241.0,15.25319901987476
KISUMU,MUHORONI,MASOGO/NYANG'OMA,33.0,15774.0,2017.0,41,18629,2022,8.0,2855.0,18.099404082667682
KISUMU,MUHORONI,MIWANI,18.0,9344.0,2017.0,20,10846,2022,2.0,1502.0,16.074486301369863
KISUMU,MUHORONI,MUHORONI/KORU,37.0,17456.0,2017.0,39,19388,2022,2.0,1932.0,11.06782768102658
KISUMU,MUHORONI,OMBEYI,24.0,11825.0,2017.0,30,13969,2022,6.0,2144.0,18.13107822410148
KISUMU,NYAKACH,CENTRAL NYAKACH,25.0,12390.0,2017.0,30,14199,2022,5.0,1809.0,14.600484261501212
KISUMU,NYAKACH,NORTH NYAKACH,41.0,19080.0,2017.0,44,21438,2022,3.0,2358.0,12.358490566037736
KISUMU,NYAKACH,SOUTH EAST NYAKACH,33.0,15398.0,2017.0,37,17394,2022,4.0,1996.0,12.962722431484607
KISUMU,NYAKACH,SOUTH WEST NYAKACH,20.0,8770.0,2017.0,23,10003,2022,3.0,1233.0,14.059293044469785
KISUMU,NYAKACH,WEST NYAKACH,28.0,13246.0,2017.0,32,14900,2022,4.0,1654.0,12.486788464442096
KISUMU,NYANDO,AHERO,34.0,16679.0,2017.0,36,18131,2022,2.0,1452.0,8.705557887163499
KISUMU,NYANDO,AWASI/ONJIKO,33.0,15568.0,2017.0,39,18448,2022,6.0,2880.0,18.499486125385406
KISUMU,NYANDO,EAST KANO/WAWIDHI,20.0,9040.0,2017.0,21,10146,2022,1.0,1106.0,12.234513274336283
KISUMU,NYANDO,KABONYO/KANYAGWAL,25.0,11252.0,2017.0,30,13012,2022,5.0,1760.0,15.64166370423036
KISUMU,NYANDO,KOBURA,36.0,19141.0,2017.0,40,21020,2022,4.0,1879.0,9.816624000835903
KISUMU,SEME,CENTRAL SEME,26.0,12899.0,2017.0,30,14995,2022,4.0,2096.0,16.249321652841306
KISUMU,SEME,EAST SEME,26.0,11996.0,2017.0,29,13920,2022,3.0,1924.0,16.038679559853282
KISUMU,SEME,NORTH SEME,25.0,12896.0,2017.0,31,15234,2022,6.0,2338.0,18.129652605459057
KISUMU,SEME,WEST SEME,34.0,15764.0,2017.0,40,17896,2022,6.0,2132.0,13.524486171022584
KITUI,KITUI CENTRAL,KYANGWITHYA EAST,35.0,14241.0,2017.0,37,15401,2022,2.0,1160.0,8.14549540060389
KITUI,KITUI CENTRAL,KYANGWITHYA WEST,35.0,14562.0,2017.0,41,15931,2022,6.0,1369.0,9.401181156434555
KITUI,KITUI CENTRAL,MIAMBANI,34.0,10471.0,2017.0,35,11759,2022,1.0,1288.0,12.300639862477318
KITUI,KITUI CENTRAL,MULANGO,41.0,14031.0,2017.0,44,15135,2022,3.0,1104.0,7.868291639940132
KITUI,KITUI CENTRAL,TOWNSHIP,38.0,17431.0,2017.0,42,19538,2022,4.0,2107.0,12.08765991624118
KITUI,KITUI EAST,CHULUNI,30.0,10967.0,2017.0,32,12622,2022,2.0,1655.0,15.09072672563144
KITUI,KITUI EAST,ENDAU/MALALANI,24.0,6917.0,2017.0,25,7897,2022,1.0,980.0,14.167991904004626
KITUI,KITUI EAST,MUTITO/KALIKU,28.0,8694.0,2017.0,31,9980,2022,3.0,1286.0,14.791810443984357
KITUI,KITUI EAST,NZAMBANI,26.0,10662.0,2017.0,28,11723,2022,2.0,1061.0,9.951228662539862
KITUI,KITUI EAST,VOO/KYAMATU,32.0,8901.0,2017.0,35,10003,2022,3.0,1102.0,12.38063138973149
KITUI,KITUI EAST,ZOMBE/MWITIKA,34.0,11149.0,2017.0,42,13152,2022,8.0,2003.0,17.96573683738452
KITUI,KITUI RURAL,KANYANGI,34.0,10086.0,2017.0,36,11092,2022,2.0,1006.0,9.974221693436448
KITUI,KITUI RURAL,KISASI,31.0,12284.0,2017.0,35,13840,2022,4.0,1556.0,12.6668837512211
KITUI,KITUI RURAL,KWAVONZA/YATTA,54.0,16620.0,2017.0,55,18020,2022,1.0,1400.0,8.42358604091456
KITUI,KITUI RURAL,MBITINI,28.0,10624.0,2017.0,31,12048,2022,3.0,1424.0,13.403614457831326
KITUI,KITUI SOUTH,ATHI,49.0,14427.0,2017.0,50,15843,2022,1.0,1416.0,9.814930338947807
KITUI,KITUI SOUTH,IKANGA/KYATUNE,50.0,14385.0,2017.0,51,15384,2022,1.0,999.0,6.9447340980187695
KITUI,KITUI SOUTH,IKUTHA,29.0,10800.0,2017.0,30,12066,2022,1.0,1266.0,11.722222222222223
KITUI,KITUI SOUTH,KANZIKO,29.0,7699.0,2017.0,29,8403,2022,0.0,704.0,9.14404468112742
KITUI,KITUI SOUTH,MUTHA,40.0,9744.0,2017.0,40,11039,2022,0.0,1295.0,13.290229885057473
KITUI,KITUI SOUTH,MUTOMO,37.0,11130.0,2017.0,40,12637,2022,3.0,1507.0,13.539982030548067
KITUI,KITUI WEST,KAUWI,38.0,13712.0,2017.0,39,15767,2022,1.0,2055.0,14.986872812135358
KITUI,KITUI WEST,KWA MUTONGA/KITHUMULA,25.0,9317.0,2017.0,28,11022,2022,3.0,1705.0,18.299881936245573
KITUI,KITUI WEST,MATINYANI,30.0,12868.0,2017.0,32,14279,2022,2.0,1411.0,10.96518495492695
KITUI,KITUI WEST,MUTONGUNI,50.0,16145.0,2017.0,53,17979,2022,3.0,1834.0,11.359554041498916
KITUI,MWINGI CENTRAL,CENTRAL,24.0,11685.0,2017.0,32,14525,2022,8.0,2840.0,24.30466409927257
KITUI,MWINGI CENTRAL,KIVOU,30.0,10947.0,2017.0,35,12301,2022,5.0,1354.0,12.368685484607656
KITUI,MWINGI CENTRAL,MUI,31.0,9222.0,2017.0,37,11039,2022,6.0,1817.0,19.702884406853176
KITUI,MWINGI CENTRAL,NGUNI,38.0,11314.0,2017.0,42,13165,2022,4.0,1851.0,16.360261622768252
KITUI,MWINGI CENTRAL,NUU,42.0,11269.0,2017.0,46,12729,2022,4.0,1460.0,12.955896707782413
KITUI,MWINGI CENTRAL,WAITA,29.0,8868.0,2017.0,33,10472,2022,4.0,1604.0,18.087505638249887
KITUI,MWINGI NORTH,KYUSO,68.0,18007.0,2017.0,69,19921,2022,1.0,1914.0,10.62919975565058
KITUI,MWINGI NORTH,MUMONI,52.0,14210.0,2017.0,60,15877,2022,8.0,1667.0,11.731175228712175
KITUI,MWINGI NORTH,NGOMENI,28.0,8081.0,2017.0,32,9131,2022,4.0,1050.0,12.993441405766612
KITUI,MWINGI NORTH,THARAKA,28.0,6177.0,2017.0,28,7429,2022,0.0,1252.0,20.268738870001616
KITUI,MWINGI NORTH,TSEIKURU,47.0,15016.0,2017.0,57,16471,2022,10.0,1455.0,9.689664358018115
KITUI,MWINGI WEST,KIOMO/KYETHANI,35.0,11247.0,2017.0,39,12360,2022,4.0,1113.0,9.895972259269138
KITUI,MWINGI WEST,KYOME/THAANA,44.0,13713.0,2017.0,47,14979,2022,3.0,1266.0,9.232115510829141
KITUI,MWINGI WEST,MIGWANI,41.0,13158.0,2017.0,42,14678,2022,1.0,1520.0,11.551907584739322
KITUI,MWINGI WEST,NGUUTANI,36.0,13731.0,2017.0,38,15121,2022,2.0,1390.0,10.123079163935621
KWALE,KINANGO,CHENGONI/SAMBURU,28.0,13124.0,2017.0,30,15037,2022,2.0,1913.0,14.5763486741847
KWALE,KINANGO,KASEMENI,32.0,12819.0,2017.0,36,14445,2022,4.0,1626.0,12.684296747016147
KWALE,KINANGO,KINANGO,32.0,13620.0,2017.0,39,15597,2022,7.0,1977.0,14.515418502202643
KWALE,KINANGO,MACKINNON ROAD,30.0,12483.0,2017.0,33,14214,2022,3.0,1731.0,13.866858928142273
KWALE,KINANGO,MWAVUMBO,34.0,13773.0,2017.0,37,16243,2022,3.0,2470.0,17.93363827778988
KWALE,KINANGO,NDAVAYA,29.0,10783.0,2017.0,34,12743,2022,5.0,1960.0,18.176759714365204
KWALE,KINANGO,PUMA,27.0,8504.0,2017.0,28,9844,2022,1.0,1340.0,15.757290686735653
KWALE,LUNGALUNGA,DZOMBO,26.0,13282.0,2017.0,28,14688,2022,2.0,1406.0,10.58575515735582
KWALE,LUNGALUNGA,MWERENI,29.0,13010.0,2017.0,45,15589,2022,16.0,2579.0,19.82321291314374
KWALE,LUNGALUNGA,PONGWE/KIKONENI,34.0,16068.0,2017.0,45,18833,2022,11.0,2765.0,17.208115509086383
KWALE,LUNGALUNGA,VANGA,29.0,14588.0,2017.0,30,15744,2022,1.0,1156.0,7.924321360021935
KWALE,MATUGA,KUBO SOUTH,26.0,10657.0,2017.0,32,12087,2022,6.0,1430.0,13.418410434456227
KWALE,MATUGA,MKONGANI,34.0,15639.0,2017.0,50,18778,2022,16.0,3139.0,20.071615832214338
KWALE,MATUGA,TIWI,21.0,9478.0,2017.0,26,11016,2022,5.0,1538.0,16.22705212070057
KWALE,MATUGA,TSIMBA GOLINI,40.0,17507.0,2017.0,51,20453,2022,11.0,2946.0,16.82755469240875
KWALE,MATUGA,WAA,32.0,17085.0,2017.0,44,20681,2022,12.0,3596.0,21.047702663154812
KWALE,MSAMBWENI,GOMBATO BONGWE,31.0,17538.0,2017.0,38,20551,2022,7.0,3013.0,17.179838065914016
KWALE,MSAMBWENI,KINONDO,21.0,11014.0,2017.0,26,13463,2022,5.0,2449.0,22.235336844016707
KWALE,MSAMBWENI,RAMISI,43.0,18569.0,2017.0,52,23916,2022,9.0,5347.0,28.795304001292475
KWALE,MSAMBWENI,UKUNDA,34.0,21500.0,2017.0,38,24331,2022,4.0,2831.0,13.167441860465114
LAIKIPIA,LAIKIPIA EAST,NANYUKI,47.0,26732.0,2017.0,50,29014,2022,3.0,2282.0,8.536585365853659
LAIKIPIA,LAIKIPIA EAST,NGOBIT,39.0,16771.0,2017.0,39,17999,2022,0.0,1228.0,7.322163258004889
LAIKIPIA,LAIKIPIA EAST,THINGITHU,32.0,16993.0,2017.0,37,18893,2022,5.0,1900.0,11.181074560112988
LAIKIPIA,LAIKIPIA EAST,TIGITHI,35.0,17014.0,2017.0,40,18269,2022,5.0,1255.0,7.376278358998471
LAIKIPIA,LAIKIPIA EAST,UMANDE,24.0,11376.0,2017.0,25,12220,2022,1.0,844.0,7.419127988748242
LAIKIPIA,LAIKIPIA NORTH,MUGOGODO EAST,36.0,10944.0,2017.0,36,11579,2022,0.0,635.0,5.802266081871345
LAIKIPIA,LAIKIPIA NORTH,MUGOGODO WEST,23.0,5583.0,2017.0,24,6436,2022,1.0,853.0,15.278524090990505
LAIKIPIA,LAIKIPIA NORTH,SEGERA,24.0,11336.0,2017.0,25,11570,2022,1.0,234.0,2.064220183486239
LAIKIPIA,LAIKIPIA NORTH,SOSIAN,45.0,18808.0,2017.0,46,18167,2022,1.0,-641.0,-3.4081242024670355
LAIKIPIA,LAIKIPIA WEST,GITHIGA,30.0,15441.0,2017.0,32,16143,2022,2.0,702.0,4.546337672430542
LAIKIPIA,LAIKIPIA WEST,IGWAMITI,78.0,40585.0,2017.0,82,43194,2022,4.0,2609.0,6.428483429838611
LAIKIPIA,LAIKIPIA WEST,MARMANET,51.0,25478.0,2017.0,54,26627,2022,3.0,1149.0,4.509773137608917
LAIKIPIA,LAIKIPIA WEST,OL-MORAN,22.0,9242.0,2017.0,21,10012,2022,-1.0,770.0,8.331529971867562
LAIKIPIA,LAIKIPIA WEST,RUMURUTI TOWNSHIP,22.0,11070.0,2017.0,27,13241,2022,5.0,2171.0,19.611562782294488
LAIKIPIA,LAIKIPIA WEST,SALAMA,23.0,9114.0,2017.0,23,9648,2022,0.0,534.0,5.859117840684661
LAMU,LAMU EAST,BASUBA,5.0,655.0,2017.0,5,949,2022,0.0,294.0,44.88549618320611
LAMU,LAMU EAST,FAZA,29.0,13673.0,2017.0,32,16515,2022,3.0,2842.0,20.78548965113728
LAMU,LAMU EAST,KIUNGA,11.0,3906.0,2017.0,11,4583,2022,0.0,677.0,17.33230926779314
LAMU,LAMU WEST,BAHARI,24.0,9589.0,2017.0,25,11036,2022,1.0,1447.0,15.09020752946084
LAMU,LAMU WEST,HINDI,20.0,7376.0,2017.0,21,8533,2022,1.0,1157.0,15.686008676789587
LAMU,LAMU WEST,HONGWE,10.0,4406.0,2017.0,13,5071,2022,3.0,665.0,15.093054925102134
LAMU,LAMU WEST,MKOMANI,22.0,10700.0,2017.0,24,12571,2022,2.0,1871.0,17.485981308411212
LAMU,LAMU WEST,MKUNUMBI,20.0,7994.0,2017.0,25,8866,2022,5.0,872.0,10.908181135851889
