county,constituency,ward,no_of_polling_station_2017,no_of_registered_voters_2017,year_2017,no_of_polling_station_2022,no_of_registered_voters_2022,year_2022,change_polling,change_voters,pct_change_voters
HOMA BAY,HOMA BAY TOWN,HOMA BAY EAST,31.0,13779.0,2017.0,38,15650,2022,7.0,1871.0,13.578634153421874
HOMA BAY,HOMA BAY TOWN,HOMA BAY WEST,16.0,7273.0,2017.0,19,8283,2022,3.0,1010.0,13.886979238278565
HOMA BAY,KABONDO KASIPUL,KABONDO EAST,29.0,14100.0,2017.0,38,17062,2022,9.0,2962.0,21.00709219858156
HOMA BAY,KABONDO KASIPUL,KABONDO WEST,31.0,13772.0,2017.0,41,16927,2022,10.0,3155.0,22.908800464711007
HOMA BAY,KABONDO KASIPUL,KOJWACH,18.0,8855.0,2017.0,20,10519,2022,2.0,1664.0,18.791643139469226
HOMA BAY,KABONDO KASIPUL,KOKWANYO/KAKELO,27.0,12705.0,2017.0,33,15402,2022,6.0,2697.0,21.227863046044863
HOMA BAY,KARACHUONYO,CENTRAL,24.0,11092.0,2017.0,25,12560,2022,1.0,1468.0,13.234763793725207
HOMA BAY,KARACHUONYO,KANYALUO,23.0,9829.0,2017.0,23,11255,2022,0.0,1426.0,14.508088310102757
HOMA BAY,KARACHUONYO,KENDU BAY TOWN,26.0,11972.0,2017.0,26,13350,2022,0.0,1378.0,11.510190444370197
HOMA BAY,KARACHUONYO,KIBIRI,23.0,10465.0,2017.0,28,12053,2022,5.0,1588.0,15.174390826564741
HOMA BAY,KARACHUONYO,NORTH KARACHUONYO,27.0,12572.0,2017.0,32,13731,2022,5.0,1159.0,9.218899140948139
HOMA BAY,KARACHUONYO,WANGCHIENG,34.0,17537.0,2017.0,43,19362,2022,9.0,1825.0,10.40656896846667
HOMA BAY,KARACHUONYO,WEST KARACHUONYO,27.0,10537.0,2017.0,29,11870,2022,2.0,1333.0,12.650659580525767
HOMA BAY,KASIPUL,CENTRAL KASIPUL,26.0,12985.0,2017.0,33,15476,2022,7.0,2491.0,19.183673469387756
HOMA BAY,KASIPUL,EAST KAMAGAK,16.0,7728.0,2017.0,19,9074,2022,3.0,1346.0,17.417184265010352
HOMA BAY,KASIPUL,SOUTH KASIPUL,23.0,12297.0,2017.0,29,14318,2022,6.0,2021.0,16.434902821826462
HOMA BAY,KASIPUL,WEST KAMAGAK,21.0,12196.0,2017.0,27,14342,2022,6.0,2146.0,17.59593309281732
HOMA BAY,KASIPUL,WEST KASIPUL,27.0,12138.0,2017.0,34,14303,2022,7.0,2165.0,17.836546383259186
HOMA BAY,NDHIWA,KABUOCH NORTH,40.0,17303.0,2017.0,44,19358,2022,4.0,2055.0,11.87655319886725
HOMA BAY,NDHIWA,KABUOCH SOUTH/PALA,25.0,12233.0,2017.0,29,13741,2022,4.0,1508.0,12.327311370882041
HOMA BAY,NDHIWA,KANYADOTO,19.0,8009.0,2017.0,21,9315,2022,2.0,1306.0,16.30665501311025
HOMA BAY,NDHIWA,KANYAMWA KOLOGI,27.0,11817.0,2017.0,30,13399,2022,3.0,1582.0,13.38749259541339
HOMA BAY,NDHIWA,KANYAMWA KOSEWE,33.0,16863.0,2017.0,39,19486,2022,6.0,2623.0,15.554764869833363
HOMA BAY,NDHIWA,KANYIKELA,9.0,4624.0,2017.0,11,5350,2022,2.0,726.0,15.70069204152249
HOMA BAY,NDHIWA,KWABWAI,32.0,14207.0,2017.0,38,16085,2022,6.0,1878.0,13.218835785176323
HOMA BAY,RANGWE,EAST GEM,23.0,11592.0,2017.0,25,13448,2022,2.0,1856.0,16.011042097998622
HOMA BAY,RANGWE,KAGAN,35.0,14273.0,2017.0,37,16000,2022,2.0,1727.0,12.099768794226861
HOMA BAY,RANGWE,KOCHIA,36.0,15908.0,2017.0,37,16982,2022,1.0,1074.0,6.751320090520493
HOMA BAY,RANGWE,WEST GEM,24.0,10743.0,2017.0,26,12456,2022,2.0,1713.0,15.94526668528344
HOMA BAY,SUBA NORTH,GEMBE,25.0,8677.0,2017.0,25,9941,2022,0.0,1264.0,14.567246744266452
HOMA BAY,SUBA NORTH,KASGUNGA,26.0,10934.0,2017.0,28,12876,2022,2.0,1942.0,17.76111212730931
HOMA BAY,SUBA NORTH,LAMBWE,32.0,10794.0,2017.0,36,12968,2022,4.0,2174.0,20.140818973503798
HOMA BAY,SUBA NORTH,MFANGANO ISLAND,30.0,9080.0,2017.0,31,10569,2022,1.0,1489.0,16.398678414096914
HOMA BAY,SUBA NORTH,RUSINGA ISLAND,26.0,11969.0,2017.0,33,14320,2022,7.0,2351.0,19.642409558024898
HOMA BAY,SUBA SOUTH,GWASSI NORTH,30.0,13003.0,2017.0,36,15405,2022,6.0,2402.0,18.472660155348766
HOMA BAY,SUBA SOUTH,GWASSI SOUTH,38.0,15581.0,2017.0,45,18433,2022,7.0,2852.0,18.304345035620308
HOMA BAY,SUBA SOUTH,KAKSINGRI WEST,29.0,11826.0,2017.0,32,13960,2022,3.0,2134.0,18.0449856248943
HOMA BAY,SUBA SOUTH,RUMA-KAKSINGRI,16.0,6089.0,2017.0,20,7040,2022,4.0,951.0,15.61832813269831
ISIOLO,ISIOLO NORTH,BULLA PESA,21.0,12530.0,2017.0,25,15125,2022,4.0,2595.0,20.710295291300877
ISIOLO,ISIOLO NORTH,BURAT,24.0,10995.0,2017.0,26,13195,2022,2.0,2200.0,20.009095043201455
ISIOLO,ISIOLO NORTH,CHARI,15.0,4322.0,2017.0,15,4486,2022,0.0,164.0,3.794539565016196
ISIOLO,ISIOLO NORTH,CHERAB,30.0,7285.0,2017.0,29,8065,2022,-1.0,780.0,10.706932052161978
ISIOLO,ISIOLO NORTH,NGARE MARA,11.0,4521.0,2017.0,15,5434,2022,4.0,913.0,20.194647201946474
ISIOLO,ISIOLO NORTH,OLDO/NYIRO,18.0,4653.0,2017.0,19,5984,2022,1.0,1331.0,28.60520094562648
ISIOLO,ISIOLO NORTH,WABERA,21.0,11947.0,2017.0,28,15034,2022,7.0,3087.0,25.8391227923328
ISIOLO,ISIOLO SOUTH,GARBATULLA,19.0,5794.0,2017.0,20,7238,2022,1.0,1444.0,24.92233344839489
ISIOLO,ISIOLO SOUTH,KINNA,19.0,7981.0,2017.0,23,8885,2022,4.0,904.0,11.326901390803156
ISIOLO,ISIOLO SOUTH,SERICHO,17.0,5310.0,2017.0,18,6058,2022,1.0,748.0,14.086629001883239
KAJIADO,KAJIADO CENTRAL,DALALEKUTUK,31.0,14309.0,2017.0,37,17734,2022,6.0,3425.0,23.935984345516808
KAJIADO,KAJIADO CENTRAL,ILDAMAT,17.0,8016.0,2017.0,21,9535,2022,4.0,1519.0,18.949600798403193
KAJIADO,KAJIADO CENTRAL,MATAPATO NORTH,34.0,15003.0,2017.0,42,16776,2022,8.0,1773.0,11.817636472705459
KAJIADO,KAJIADO CENTRAL,MATAPATO SOUTH,33.0,15438.0,2017.0,39,16930,2022,6.0,1492.0,9.664464308848295
KAJIADO,KAJIADO CENTRAL,PURKO,10.0,3668.0,2017.0,12,4848,2022,2.0,1180.0,32.1701199563795
KAJIADO,KAJIADO EAST,IMARORO,21.0,7975.0,2017.0,21,9400,2022,0.0,1425.0,17.86833855799373
KAJIADO,KAJIADO EAST,KAPUTIEI NORTH,35.0,19942.0,2017.0,37,21660,2022,2.0,1718.0,8.614983452010831
KAJIADO,KAJIADO EAST,KENYAWA-POKA,29.0,9812.0,2017.0,30,12782,2022,1.0,2970.0,30.269058295964125
KAJIADO,KAJIADO EAST,KITENGELA,54.0,36831.0,2017.0,60,38746,2022,6.0,1915.0,5.19942439792566
KAJIADO,KAJIADO EAST,OLOOSIRKON/SHOLINKE,45.0,28244.0,2017.0,52,33748,2022,7.0,5504.0,19.487324741538025
KAJIADO,KAJIADO NORTH,NGONG,33.0,20998.0,2017.0,36,22738,2022,3.0,1740.0,8.286503476521572
KAJIADO,KAJIADO NORTH,NKAIMURUNYA,50.0,32274.0,2017.0,51,33207,2022,1.0,933.0,2.890871909276817
KAJIADO,KAJIADO NORTH,OLKERI,51.0,30292.0,2017.0,52,31549,2022,1.0,1257.0,4.149610458206787
KAJIADO,KAJIADO NORTH,OLOOLUA,28.0,18005.0,2017.0,31,19810,2022,3.0,1805.0,10.024993057484032
KAJIADO,KAJIADO NORTH,ONGATA RONGAI,39.0,26384.0,2017.0,40,27576,2022,1.0,1192.0,4.517889630078836
KAJIADO,KAJIADO SOUTH,ENTONET/LENKISIM,26.0,10386.0,2017.0,28,12775,2022,2.0,2389.0,23.00211823608704
KAJIADO,KAJIADO SOUTH,KIMANA,20.0,9616.0,2017.0,23,11579,2022,3.0,1963.0,20.41389351081531
KAJIADO,KAJIADO SOUTH,KUKU,36.0,15972.0,2017.0,40,18515,2022,4.0,2543.0,15.921612822439268
KAJIADO,KAJIADO SOUTH,MBIRIKANI/ESELENKEI,22.0,8504.0,2017.0,25,10725,2022,3.0,2221.0,26.117121354656632
KAJIADO,KAJIADO SOUTH,ROMBO,35.0,15498.0,2017.0,38,17467,2022,3.0,1969.0,12.704865143889535
KAJIADO,KAJIADO WEST,EWUASO OONKIDONG'I,33.0,14881.0,2017.0,39,16972,2022,6.0,2091.0,14.051475035279887
KAJIADO,KAJIADO WEST,ILOODOKILANI,23.0,7885.0,2017.0,26,9476,2022,3.0,1591.0,20.177552314521243
KAJIADO,KAJIADO WEST,KEEKONYOKIE,56.0,28019.0,2017.0,66,33307,2022,10.0,5288.0,18.872907669795495
KAJIADO,KAJIADO WEST,MAGADI,27.0,9853.0,2017.0,32,11204,2022,5.0,1351.0,13.711559930985487
KAJIADO,KAJIADO WEST,MOSIRO,9.0,3388.0,2017.0,12,4214,2022,3.0,826.0,24.380165289256198
KAKAMEGA,BUTERE,MARAMA CENTRAL,36.0,18848.0,2017.0,39,20328,2022,3.0,1480.0,7.852292020373515
KAKAMEGA,BUTERE,MARAMA NORTH,21.0,9857.0,2017.0,23,10961,2022,2.0,1104.0,11.20016232119306
KAKAMEGA,BUTERE,MARAMA SOUTH,20.0,9739.0,2017.0,21,11358,2022,1.0,1619.0,16.623883355580656
KAKAMEGA,BUTERE,MARAMA WEST,27.0,14667.0,2017.0,33,16581,2022,6.0,1914.0,13.049703415831459
KAKAMEGA,BUTERE,MARENYO - SHIANDA,20.0,9845.0,2017.0,21,10996,2022,1.0,1151.0,11.691213814118843
KAKAMEGA,IKOLOMANI,IDAKHO CENTRAL,29.0,15436.0,2017.0,34,17095,2022,5.0,1659.0,10.747603005960094
KAKAMEGA,IKOLOMANI,IDAKHO EAST,28.0,13059.0,2017.0,34,15195,2022,6.0,2136.0,16.356535722490236
KAKAMEGA,IKOLOMANI,IDAKHO NORTH,25.0,11824.0,2017.0,29,13605,2022,4.0,1781.0,15.062584573748309
KAKAMEGA,IKOLOMANI,IDAKHO SOUTH,21.0,9580.0,2017.0,23,10404,2022,2.0,824.0,8.60125260960334
KAKAMEGA,KHWISERO,KISA CENTRAL,42.0,20930.0,2017.0,47,23081,2022,5.0,2151.0,10.277114190157668
KAKAMEGA,KHWISERO,KISA EAST,20.0,9011.0,2017.0,24,10385,2022,4.0,1374.0,15.248030185329043
KAKAMEGA,KHWISERO,KISA NORTH,23.0,9364.0,2017.0,23,10810,2022,0.0,1446.0,15.442118752669801
KAKAMEGA,KHWISERO,KISA WEST,20.0,9615.0,2017.0,21,10815,2022,1.0,1200.0,12.480499219968799
KAKAMEGA,LIKUYANI,KONGONI,22.0,12481.0,2017.0,25,14564,2022,3.0,2083.0,16.689367839115455
KAKAMEGA,LIKUYANI,LIKUYANI,28.0,14601.0,2017.0,30,16545,2022,2.0,1944.0,13.314156564618862
KAKAMEGA,LIKUYANI,NZOIA,28.0,14934.0,2017.0,33,16973,2022,5.0,2039.0,13.65340832998527
KAKAMEGA,LIKUYANI,SANGO,21.0,10795.0,2017.0,23,12022,2022,2.0,1227.0,11.366373320981936
KAKAMEGA,LIKUYANI,SINOKO,21.0,10500.0,2017.0,24,12345,2022,3.0,1845.0,17.57142857142857
KAKAMEGA,LUGARI,CHEKALINI,24.0,11089.0,2017.0,24,11992,2022,0.0,903.0,8.143204977906034
KAKAMEGA,LUGARI,CHEVAYWA,28.0,13180.0,2017.0,29,14821,2022,1.0,1641.0,12.450682852807283
KAKAMEGA,LUGARI,LUGARI,26.0,13737.0,2017.0,30,15331,2022,4.0,1594.0,11.60369804178496
KAKAMEGA,LUGARI,LUMAKANDA,29.0,15479.0,2017.0,33,17655,2022,4.0,2176.0,14.057755668970865
KAKAMEGA,LUGARI,LWANDETI,25.0,11822.0,2017.0,29,13644,2022,4.0,1822.0,15.411943833530707
KAKAMEGA,LUGARI,MAUTUMA,27.0,11694.0,2017.0,28,13465,2022,1.0,1771.0,15.144518556524714
KAKAMEGA,LURAMBI,BUTSOTSO CENTRAL,30.0,12640.0,2017.0,34,13902,2022,4.0,1262.0,9.984177215189874
KAKAMEGA,LURAMBI,BUTSOTSO EAST,24.0,10070.0,2017.0,24,11165,2022,0.0,1095.0,10.873882820258194
KAKAMEGA,LURAMBI,BUTSOTSO SOUTH,19.0,7997.0,2017.0,20,9094,2022,1.0,1097.0,13.717644116543703
KAKAMEGA,LURAMBI,MAHIAKALO,15.0,8063.0,2017.0,18,9750,2022,3.0,1687.0,20.922733473893093
KAKAMEGA,LURAMBI,SHEYWE,51.0,27515.0,2017.0,53,30312,2022,2.0,2797.0,10.16536434671997
KAKAMEGA,LURAMBI,SHIRERE,27.0,13752.0,2017.0,27,15404,2022,0.0,1652.0,12.01279813845259
KAKAMEGA,MALAVA,BUTALI/CHEGULO,28.0,13691.0,2017.0,32,15146,2022,4.0,1455.0,10.627419472646265
KAKAMEGA,MALAVA,CHEMUCHE,23.0,12543.0,2017.0,31,14139,2022,8.0,1596.0,12.724228653432194
KAKAMEGA,MALAVA,EAST KABRAS,17.0,8633.0,2017.0,20,9995,2022,3.0,1362.0,15.7766709139349
KAKAMEGA,MALAVA,MANDA-SHIVANGA,24.0,12450.0,2017.0,33,14677,2022,9.0,2227.0,17.88755020080321
KAKAMEGA,MALAVA,SHIRUGU-MUGAI,19.0,10183.0,2017.0,28,12238,2022,9.0,2055.0,20.180693312383386
KAKAMEGA,MALAVA,SOUTH KABRAS,29.0,14410.0,2017.0,29,16523,2022,0.0,2113.0,14.663428174878558
KAKAMEGA,MALAVA,WEST KABRAS,20.0,10226.0,2017.0,25,11699,2022,5.0,1473.0,14.40445922159202
KAKAMEGA,MATUNGU,KHALABA,15.0,8028.0,2017.0,19,9414,2022,4.0,1386.0,17.26457399103139
KAKAMEGA,MATUNGU,KHOLERA,23.0,11792.0,2017.0,29,14513,2022,6.0,2721.0,23.074966078697422
KAKAMEGA,MATUNGU,KOYONZO,30.0,16136.0,2017.0,37,19476,2022,7.0,3340.0,20.699058006941
KAKAMEGA,MATUNGU,MAYONI,23.0,12738.0,2017.0,29,15352,2022,6.0,2614.0,20.521274925420002
KAKAMEGA,MATUNGU,NAMAMALI,24.0,13034.0,2017.0,27,15175,2022,3.0,2141.0,16.42626975602271
KAKAMEGA,MUMIAS EAST,EAST WANGA,29.0,15705.0,2017.0,34,18952,2022,5.0,3247.0,20.67494428525947
KAKAMEGA,MUMIAS EAST,LUSHEYA/LUBINU,30.0,15543.0,2017.0,31,16731,2022,1.0,1188.0,7.643312101910828
KAKAMEGA,MUMIAS EAST,MALAHA/ISONGO/MAKUNGA,32.0,14132.0,2017.0,30,14885,2022,-2.0,753.0,5.328332861590717
KAKAMEGA,MUMIAS WEST,ETENJE,24.0,11896.0,2017.0,27,13017,2022,3.0,1121.0,9.423335574983188
KAKAMEGA,MUMIAS WEST,MUMIAS CENTRAL,32.0,15292.0,2017.0,34,16551,2022,2.0,1259.0,8.233063039497775
KAKAMEGA,MUMIAS WEST,MUMIAS NORTH,11.0,6982.0,2017.0,17,9113,2022,6.0,2131.0,30.5213405900888
KAKAMEGA,MUMIAS WEST,MUSANDA,25.0,13322.0,2017.0,30,14636,2022,5.0,1314.0,9.86338387629485
KAKAMEGA,NAVAKHOLO,BUNYALA CENTRAL,27.0,12014.0,2017.0,30,15811,2022,3.0,3797.0,31.60479440652572
KAKAMEGA,NAVAKHOLO,BUNYALA EAST,20.0,9106.0,2017.0,22,11126,2022,2.0,2020.0,22.183175927959585
KAKAMEGA,NAVAKHOLO,BUNYALA WEST,31.0,14027.0,2017.0,35,15946,2022,4.0,1919.0,13.680758537107007
KAKAMEGA,NAVAKHOLO,INGOSTSE-MATHIA,18.0,8485.0,2017.0,20,10171,2022,2.0,1686.0,19.870359457866822
KAKAMEGA,NAVAKHOLO,SHINOYI-SHIKOMARI-ESUMEYIA,22.0,9988.0,2017.0,25,11689,2022,3.0,1701.0,17.030436523828595
KAKAMEGA,SHINYALU,ISUKHA CENTRAL,29.0,14871.0,2017.0,31,16111,2022,2.0,1240.0,8.3383767063412
KAKAMEGA,SHINYALU,ISUKHA EAST,19.0,8783.0,2017.0,21,9724,2022,2.0,941.0,10.71387908459524
KAKAMEGA,SHINYALU,ISUKHA NORTH,22.0,11208.0,2017.0,23,11965,2022,1.0,757.0,6.754104211277659
KAKAMEGA,SHINYALU,ISUKHA SOUTH,31.0,15221.0,2017.0,32,16003,2022,1.0,782.0,5.137638788515867
KAKAMEGA,SHINYALU,ISUKHA WEST,19.0,9147.0,2017.0,20,10181,2022,1.0,1034.0,11.304252760467913
KAKAMEGA,SHINYALU,MURHANDA,24.0,12026.0,2017.0,25,12994,2022,1.0,968.0,8.049226675536337
KERICHO,AINAMOI,AINAMOI,20.0,8777.0,2017.0,24,10473,2022,4.0,1696.0,19.323231172382364
KERICHO,AINAMOI,KAPKUGERWET,31.0,16336.0,2017.0,33,17635,2022,2.0,1299.0,7.9517629774730665
KERICHO,AINAMOI,KAPSAOS,28.0,14085.0,2017.0,34,16310,2022,6.0,2225.0,15.796947106851261
KERICHO,AINAMOI,KAPSOIT,28.0,14190.0,2017.0,35,16117,2022,7.0,1927.0,13.579985905567302
KERICHO,AINAMOI,KIPCHEBOR,30.0,15519.0,2017.0,31,16520,2022,1.0,1001.0,6.450157870996842
KERICHO,AINAMOI,KIPCHIMCHIM,12.0,6614.0,2017.0,16,7969,2022,4.0,1355.0,20.486846084064105
KERICHO,BELGUT,CHAIK,22.0,10897.0,2017.0,23,10584,2022,1.0,-313.0,-2.872350188125172
KERICHO,BELGUT,CHEPTORORIET/SERETUT,20.0,10770.0,2017.0,24,11964,2022,4.0,1194.0,11.086350974930362
KERICHO,BELGUT,KABIANGA,36.0,18591.0,2017.0,40,21052,2022,4.0,2461.0,13.237588080253888
KERICHO,BELGUT,KAPSUSER,19.0,9949.0,2017.0,22,11456,2022,3.0,1507.0,15.14725097999799
KERICHO,BELGUT,WALDAI,30.0,17392.0,2017.0,35,20119,2022,5.0,2727.0,15.679622815087397
KERICHO,BURETI,CHEBOIN,25.0,11391.0,2017.0,28,13297,2022,3.0,1906.0,16.732508120445967
KERICHO,BURETI,CHEMOSOT,29.0,13995.0,2017.0,31,16344,2022,2.0,2349.0,16.784565916398712
KERICHO,BURETI,CHEPLANGET,24.0,11509.0,2017.0,31,13560,2022,7.0,2051.0,17.82083586758189
KERICHO,BURETI,KAPKATET,23.0,10563.0,2017.0,26,12304,2022,3.0,1741.0,16.482060020827415
KERICHO,BURETI,KISIARA,22.0,11006.0,2017.0,28,12486,2022,6.0,1480.0,13.44721061239324
KERICHO,BURETI,LITEIN,30.0,14124.0,2017.0,34,15858,2022,4.0,1734.0,12.27697536108751
KERICHO,BURETI,TEBESONIK,24.0,9829.0,2017.0,30,11471,2022,6.0,1642.0,16.705666904059417
KERICHO,KIPKELION EAST,CHEPSEON,36.0,16462.0,2017.0,41,18219,2022,5.0,1757.0,10.673065241161463
KERICHO,KIPKELION EAST,KEDOWA/KIMUGUL,41.0,19483.0,2017.0,48,21798,2022,7.0,2315.0,11.882153672432377
KERICHO,KIPKELION EAST,LONDIANI,26.0,12453.0,2017.0,33,14597,2022,7.0,2144.0,17.216734923311652
KERICHO,KIPKELION EAST,TENDENO/SORGET,16.0,8088.0,2017.0,18,9065,2022,2.0,977.0,12.079624134520277
KERICHO,KIPKELION WEST,CHILCHILA,35.0,15258.0,2017.0,41,17117,2022,6.0,1859.0,12.183772447240791
KERICHO,KIPKELION WEST,KAMASIAN,24.0,10172.0,2017.0,30,11827,2022,6.0,1655.0,16.270153362170664
KERICHO,KIPKELION WEST,KIPKELION,29.0,13362.0,2017.0,35,15140,2022,6.0,1778.0,13.306391258793592
KERICHO,KIPKELION WEST,KUNYAK,18.0,7720.0,2017.0,21,8876,2022,3.0,1156.0,14.974093264248706
KERICHO,SIGOWET/SOIN,KAPLELARTET,27.0,13518.0,2017.0,38,16262,2022,11.0,2744.0,20.29886077822163
KERICHO,SIGOWET/SOIN,SIGOWET,34.0,16345.0,2017.0,40,18986,2022,6.0,2641.0,16.157846436219028
KERICHO,SIGOWET/SOIN,SOIN,23.0,9080.0,2017.0,30,10979,2022,7.0,1899.0,20.91409691629956
KERICHO,SIGOWET/SOIN,SOLIAT,18.0,8190.0,2017.0,22,9682,2022,4.0,1492.0,18.217338217338217
KIAMBU,GATUNDU NORTH,CHANIA,31.0,17196.0,2017.0,31,18324,2022,0.0,1128.0,6.559665038381018
KIAMBU,GATUNDU NORTH,GITHOBOKONI,29.0,13846.0,2017.0,31,15208,2022,2.0,1362.0,9.83677596417738
KIAMBU,GATUNDU NORTH,GITUAMBA,34.0,18518.0,2017.0,35,19246,2022,1.0,728.0,3.931310076682147
KIAMBU,GATUNDU NORTH,MANG'U,32.0,18038.0,2017.0,34,19032,2022,2.0,994.0,5.510588757068411
KIAMBU,GATUNDU SOUTH,KIAMWANGI,24.0,13053.0,2017.0,26,13808,2022,2.0,755.0,5.784110932352716
KIAMBU,GATUNDU SOUTH,KIGANJO,35.0,18067.0,2017.0,38,19067,2022,3.0,1000.0,5.534953229645209
KIAMBU,GATUNDU SOUTH,NDARUGU,26.0,13671.0,2017.0,28,14486,2022,2.0,815.0,5.961524394704118
KIAMBU,GATUNDU SOUTH,NGENDA,55.0,31067.0,2017.0,60,32499,2022,5.0,1432.0,4.609392603083657
KIAMBU,GITHUNGURI,GITHIGA,35.0,19704.0,2017.0,36,20616,2022,1.0,912.0,4.6285018270401945
KIAMBU,GITHUNGURI,GITHUNGURI,42.0,25756.0,2017.0,46,27596,2022,4.0,1840.0,7.143966454418388
KIAMBU,GITHUNGURI,IKINU,28.0,16576.0,2017.0,30,17450,2022,2.0,874.0,5.272683397683398
KIAMBU,GITHUNGURI,KOMOTHAI,37.0,19507.0,2017.0,39,20054,2022,2.0,547.0,2.804121597375301
KIAMBU,GITHUNGURI,NGEWA,32.0,17841.0,2017.0,33,18876,2022,1.0,1035.0,5.801244324869683
KIAMBU,JUJA,JUJA,52.0,32063.0,2017.0,60,36666,2022,8.0,4603.0,14.356111405670088
KIAMBU,JUJA,KALIMONI,30.0,18794.0,2017.0,35,22567,2022,5.0,3773.0,20.07555602851974
KIAMBU,JUJA,MURERA,27.0,15146.0,2017.0,30,18075,2022,3.0,2929.0,19.338439191865838
KIAMBU,JUJA,THETA,40.0,26648.0,2017.0,47,31397,2022,7.0,4749.0,17.821224857400182
KIAMBU,JUJA,WITEITHIE,35.0,22110.0,2017.0,41,25933,2022,6.0,3823.0,17.290818634102216
KIAMBU,KABETE,GITARU,28.0,17346.0,2017.0,31,18481,2022,3.0,1135.0,6.543295284215381
KIAMBU,KABETE,KABETE,31.0,18938.0,2017.0,34,20571,2022,3.0,1633.0,8.622874643573768
KIAMBU,KABETE,MUGUGA,29.0,18367.0,2017.0,32,19681,2022,3.0,1314.0,7.154135133663636
KIAMBU,KABETE,NYADHUNA,35.0,20183.0,2017.0,37,21701,2022,2.0,1518.0,7.521181192092355
KIAMBU,KABETE,UTHIRU,16.0,10612.0,2017.0,17,11341,2022,1.0,729.0,6.869581605729364
KIAMBU,KIAMBAA,CIANDA,20.0,11002.0,2017.0,22,12842,2022,2.0,1840.0,16.72423195782585
KIAMBU,KIAMBAA,KARURI,35.0,21634.0,2017.0,38,23677,2022,3.0,2043.0,9.44346861421836
KIAMBU,KIAMBAA,KIHARA,28.0,18331.0,2017.0,31,19814,2022,3.0,1483.0,8.090120560798647
KIAMBU,KIAMBAA,MUCHATHA,29.0,17472.0,2017.0,31,19412,2022,2.0,1940.0,11.103479853479852
KIAMBU,KIAMBAA,NDENDERU,42.0,26974.0,2017.0,44,28523,2022,2.0,1549.0,5.742566916289761
KIAMBU,KIAMBU,NDUMBERI,33.0,20691.0,2017.0,36,22095,2022,3.0,1404.0,6.785558938668987
KIAMBU,KIAMBU,RIABAI,24.0,14418.0,2017.0,28,15896,2022,4.0,1478.0,10.251075045082537
KIAMBU,KIAMBU,TING'ANG'A,25.0,13404.0,2017.0,25,14457,2022,0.0,1053.0,7.855863921217547
KIAMBU,KIAMBU,TOWNSHIP,50.0,32217.0,2017.0,55,34538,2022,5.0,2321.0,7.204271037030139
KIAMBU,KIKUYU,KARAI,25.0,14530.0,2017.0,26,15710,2022,1.0,1180.0,8.121128699242945
KIAMBU,KIKUYU,KIKUYU,45.0,28120.0,2017.0,48,30130,2022,3.0,2010.0,7.147937411095306
KIAMBU,KIKUYU,KINOO,27.0,17633.0,2017.0,30,19303,2022,3.0,1670.0,9.470878466511655
KIAMBU,KIKUYU,NACHU,23.0,12671.0,2017.0,24,14044,2022,1.0,1373.0,10.835766711388208
KIAMBU,KIKUYU,SIGONA,29.0,18203.0,2017.0,32,19571,2022,3.0,1368.0,7.515244739878042
KIAMBU,LARI,KAMBURU,22.0,11641.0,2017.0,22,12018,2022,0.0,377.0,3.238553388884116
KIAMBU,LARI,KIJABE,32.0,17780.0,2017.0,36,19124,2022,4.0,1344.0,7.559055118110236
KIAMBU,LARI,KINALE,28.0,15532.0,2017.0,30,16503,2022,2.0,971.0,6.251609580221479
KIAMBU,LARI,LARI/KIRENGA,33.0,17849.0,2017.0,35,18979,2022,2.0,1130.0,6.330886884419296
KIAMBU,LARI,NYANDUMA,27.0,13853.0,2017.0,28,14572,2022,1.0,719.0,5.190211506532881
KIAMBU,LIMURU,BIBIRIONI,23.0,13020.0,2017.0,24,14044,2022,1.0,1024.0,7.864823348694316
KIAMBU,LIMURU,LIMURU CENTRAL,43.0,25116.0,2017.0,44,26587,2022,1.0,1471.0,5.8568243350852045
KIAMBU,LIMURU,LIMURU EAST,29.0,16012.0,2017.0,30,17375,2022,1.0,1363.0,8.51236572570572
KIAMBU,LIMURU,NDEIYA,29.0,15962.0,2017.0,30,17035,2022,1.0,1073.0,6.722215261245458
KIAMBU,LIMURU,NGECHA TIGONI,29.0,17148.0,2017.0,31,17978,2022,2.0,830.0,4.8402146022859815
KIAMBU,RUIRU,BIASHARA,56.0,37686.0,2017.0,59,38706,2022,3.0,1020.0,2.7065753860850186
KIAMBU,RUIRU,GATONGORA,21.0,13278.0,2017.0,26,15760,2022,5.0,2482.0,18.692574182858866
KIAMBU,RUIRU,GITOTHUA,23.0,13960.0,2017.0,25,16154,2022,2.0,2194.0,15.716332378223496
KIAMBU,RUIRU,KAHAWA SUKARI,16.0,10458.0,2017.0,18,11697,2022,2.0,1239.0,11.847389558232932
KIAMBU,RUIRU,KAHAWA WENDANI,24.0,15928.0,2017.0,26,17183,2022,2.0,1255.0,7.8792064289301855
KIAMBU,RUIRU,KIUU,35.0,23758.0,2017.0,38,25920,2022,3.0,2162.0,9.100092600387239
KIAMBU,RUIRU,MWIHOKO,18.0,12402.0,2017.0,22,14086,2022,4.0,1684.0,13.578455087889049
KIAMBU,RUIRU,MWIKI,47.0,31867.0,2017.0,48,32582,2022,1.0,715.0,2.243700379703141
